,ret,position,return
2016-03-27,0.00374909496779,1.0,0.00374909496779
2016-04-03,0.00864498545348,0.0,0.0
2016-04-10,-0.0202873758704,0.0,-0.0
2016-04-17,0.0274323200955,0.0,0.0
2016-04-24,-0.0111570009555,0.0,-0.0
2016-05-01,-0.0102959147421,0.0,-0.0
2016-05-08,-0.013345905589,0.0,-0.0
2016-05-15,-0.0146274605705,0.0,-0.0
2016-05-22,0.00333670333715,0.0,0.0
2016-05-29,-0.00393559565347,0.0,-0.0
2016-06-05,0.0374548621676,0.0,0.0
2016-06-12,-0.00914074184011,0.0,-0.0
2016-06-19,-0.0144217617327,0.0,-0.0
2016-06-26,-0.012320116162,0.0,-0.0
2016-07-03,0.0244644982572,0.0,0.0
2016-07-10,0.0101855326966,0.0,0.0
2016-07-17,0.0203065971927,0.0,0.0
2016-07-24,-0.0160387237549,0.0,-0.0
2016-07-31,-0.000923719414065,0.0,-0.0
2016-08-07,-0.00304253970794,0.0,-0.0
2016-08-14,0.0343498046638,0.0,0.0
2016-08-21,0.0120825650524,0.0,0.0
2016-08-28,-0.0133526384252,0.0,-0.0
2016-09-04,0.0047690710315,0.0,0.0
2016-09-11,-0.00026154773943,0.0,-0.0
2016-09-18,-0.023678294388,0.0,-0.0
2016-09-25,0.00908149755364,0.0,0.0
2016-10-02,-0.00862303477707,0.0,-0.0
2016-10-16,0.0149095572865,0.0,0.0
2016-10-23,0.0139987539641,0.0,0.0
2016-10-30,0.00582479485893,0.0,0.0
2016-11-06,0.00804157917698,0.0,0.0
2016-11-13,0.0160671194623,0.0,0.0
2016-11-20,-0.000501169432513,0.0,-0.0
2016-11-27,0.0375653589902,0.0,0.0
2016-12-04,0.00942407814827,0.0,0.0
2016-12-11,-0.00214873437568,0.0,-0.0
2016-12-18,-0.0452038869988,0.0,-0.0
2016-12-25,-0.0103546330394,0.0,-0.0
2017-01-01,0.00369586554812,0.0,0.0
2017-01-08,0.00963649358909,0.0,0.0
2017-01-15,-0.000381616698097,0.0,-0.0
2017-01-22,0.0169532158018,0.0,0.0
2017-01-29,0.00717495791159,0.0,0.0
2017-02-05,-0.010167,0.0,-0.0
2017-02-12,0.0120492292626,0.0,0.0
2017-02-19,-0.00231084981343,0.0,-0.0
2017-02-26,0.0114995448373,0.0,0.0
2017-03-05,-0.0178804872809,0.0,-0.0
2017-03-12,-0.00337083014697,0.0,-0.0
2017-03-19,0.00330263119158,0.0,0.0
2017-03-26,0.00794373381991,0.0,0.0
2017-04-02,-0.00247391791067,0.0,-0.0
2017-04-09,0.0120851815448,0.0,0.0
2017-04-16,-0.0137135296212,0.0,-0.0
2017-04-23,-0.00333211338171,0.0,-0.0
2017-04-30,-0.000272224242975,0.0,-0.0
2017-05-07,-0.0112650516308,0.0,-0.0
2017-05-14,0.0236351002885,0.0,0.0
2017-05-21,-0.00580381897722,0.0,-0.0
2017-05-28,0.0463873423082,0.0,0.0
2017-06-04,0.00171946011752,0.0,0.0
2017-06-11,0.0176965241205,0.0,0.0
2017-06-18,-0.0263901418702,0.0,-0.0
2017-06-25,0.0311111150621,0.0,0.0
2017-07-02,0.00825283778891,0.0,0.0
2017-07-09,0.0015333941516,0.0,0.0
