,gold
2016-10-25,0.001516848
2016-10-26,0.005264866
2016-10-27,-0.003910033
2016-10-28,-0.000468165
2016-10-31,0.004972077
2016-11-01,0.004230452
2016-11-02,0.008782264
2016-11-03,0.004105177
2016-11-04,-0.002784337
2016-11-07,-0.005513536
2016-11-08,-0.002416661
2016-11-09,0.027360171
2016-11-10,-0.020042999
2016-11-11,-0.014614296
2016-11-14,-0.023270011
2016-11-15,0.00625023
2016-11-16,-0.001571121
2016-11-17,0.000695308
2016-11-18,-0.010056683
2016-11-21,0.007757665
2016-11-22,-0.001429619
2016-11-23,0.002165853
2016-11-24,-0.00952381
2016-11-25,-0.003846154
2016-11-28,0.00456638
2016-11-29,-0.007021693
2016-11-30,-0.002902974
2016-12-01,-0.008846254
2016-12-02,-0.000753182
2016-12-05,-0.001281375
2016-12-06,-0.001169811
2016-12-07,0.002871283
2016-12-08,0.011452251
2016-12-09,-0.007449067
2016-12-12,-0.005591204
2016-12-13,0.001283019
2016-12-14,0.002223562
2016-12-15,-0.011017937
2016-12-16,-0.00338403
2016-12-19,0.002479875
2016-12-20,-0.002664028
2016-12-21,-0.004159353
2016-12-22,-0.003716902
2016-12-23,0.000269231
2016-12-26,0.005114008
2016-12-27,0.0010329
2016-12-28,0.000917186
2016-12-29,0.004123554
2016-12-30,0.003460208
2017-01-03,-0.000947329
2017-01-04,0.004627347
2017-01-05,-0.000528561
2017-01-06,0.002115363
2017-01-09,0.002261676
2017-01-10,0.008349317
2017-01-11,0.003655216
2017-01-12,0.000891895
2017-01-13,-0.002004975
2017-01-16,0.006361844
2017-01-17,0.006210721
2017-01-18,-0.004225145
2017-01-19,-0.011068885
2017-01-20,0.003805544
2017-01-23,0.004571641
2017-01-24,-0.001590943
2017-01-25,-0.006596257
2017-01-26,-0.006789271
2017-02-03,0.011455399
2017-02-06,0.009246194
2017-02-07,0.008719968
2017-02-08,0.000693026
2017-02-09,0.007144159
2017-02-10,-0.01259455
2017-02-13,0.006634168
2017-02-14,-0.002111856
2017-02-15,-0.002408232
2017-02-16,0.005596196
2017-02-17,0.002982577
2017-02-20,-0.000906618
2017-02-21,0.000181488
2017-02-22,0.000181455
2017-02-23,0.002177068
2017-02-24,0.012418537
2017-02-27,0.00346887
2017-02-28,0.004383464
2017-03-01,-0.013589753
2017-03-02,0.001258993
2017-03-03,-0.00761631
2017-03-06,0.001122253
2017-03-07,-0.004230853
2017-03-08,-0.005737735
2017-03-09,-0.005734322
2017-03-10,-0.006649034
2017-03-13,0.009208239
2017-03-14,-0.005862953
2017-03-15,0.000774051
2017-03-16,0.016132003
2017-03-17,-0.000978651
2017-03-20,0.005260866
2017-03-21,-0.004764139
2017-03-22,0.008884859
2017-03-23,3.59454E-05
2017-03-24,-0.001186154
2017-03-27,0.009536491
2017-03-28,-0.001069404
2017-03-29,-0.001748564
2017-03-30,-0.000500465
2017-03-31,-0.006402003
2017-04-05,0.010150823
2017-04-06,-0.001496633
2017-04-07,0.009707005
2017-04-10,-0.005443042
2017-04-11,0.001599204
2017-04-12,0.009118649
2017-04-13,0.008016596
2017-04-14,-0.000313928
2017-04-17,0.001046755
2017-04-18,-0.002683862
2017-04-19,-0.001328068
2017-04-20,-0.000909886
2017-04-21,-0.000455357
2017-04-24,-0.006272778
2017-04-25,-0.000952146
2017-04-26,-0.004412284
2017-04-27,0.001914554
2017-04-28,0.003043278
2017-05-02,-0.008855177
2017-05-03,-0.002028903
2017-05-04,-0.01490887
2017-05-05,-0.001158623
2017-05-08,-0.001341211
2017-05-09,-0.001088929
2017-05-10,-0.004760174
2017-05-11,0.001350907
2017-05-12,0.004557719
2017-05-15,0.002831113
2017-05-16,0.001483948
2017-05-17,0.00328876
2017-05-18,0.007960808
2017-05-19,-0.002001287
2017-05-22,0.00264986
2017-05-23,0.005
2017-05-24,-0.010305615
2017-05-25,0.00448833
2017-05-26,0.002144772
2017-05-31,-0.004815409
2017-06-01,-3.58423E-05
2017-06-02,-0.002975017
2017-06-05,0.013337647
2017-06-06,0.004718487
2017-06-07,0.00194209
2017-06-08,-0.003700441
2017-06-09,-0.01054121
2017-06-12,-0.003110253
2017-06-13,-0.001793079
2017-06-14,0.003412969
2017-06-15,-0.006552095
2017-06-16,-0.002054276
2017-06-19,-0.002347418
2017-06-20,-0.000868778
2017-06-21,-0.000797073
2017-06-22,0.006091591
2017-06-23,0.001117238
2017-06-26,0.000431997
2017-06-27,-0.004821878
2017-06-28,-0.002241828
2017-06-29,-0.003297818
2017-06-30,-0.007017416
2017-07-03,-0.004613695
2017-07-04,-0.005370806
2017-07-05,-0.001331459
2017-07-06,0.001592475
,
,
